"Name","State","Notes","User","Tags","Created","Runtime","Sweep","_artifact_callback","_callback","_items._artifact_callback","_items._callback","_items._items.activation","_items._items.bc_type","_items._items.iterations","_items._items.learning_rates","_items._items.loss_type","_items._items.n_layers","_items._items.net_type","_items._items.num_boundary","_items._items.num_domain","_items._items.optimizers","_items._items.size_layers","_items._items.train_distribution","_items._settings","_items._users_cnt","_items.activation","_items.bc_type","_items.iterations","_items.learning_rates","_items.loss_type","_items.n_layers","_items.net_type","_items.num_boundary","_items.num_domain","_items.num_samples","_items.optimizers","_items.size_layers","_items.train_distribution","_settings","_users_cnt","activation","bc_type","iterations","learning_rate","learning_rates","loss_type","n_layers","net_type","num_boundary","num_domain","num_sample","num_samples","optimizer","optimizers","size_layers","train_distribution","accuracy_metric","loss_test","loss_train","steps"
"fluent-sweep-52","finished","-","damien-bonnet","","2023-03-28T19:50:07.000Z","11650","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","50","[""adam"",""L-BFGS""]","","75","Hammersley","0.004065905697643757","0.000011931202607229352","0.000014074452337808909","13000"
"robust-field-1143","finished","-","damien-bonnet","","2023-05-15T14:48:01.000Z","1518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","","[0.001,null]","pde","3","Simplified_NN","","","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.000013535171092371456","0.0000071740960265742615","0.000008246255674748681","13000"
"valiant-sweep-120","finished","-","damien-bonnet","","2023-03-29T07:50:51.000Z","13178","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","100","[""adam"",""L-BFGS""]","","100","Hammersley","0.004082893952727318","0.000010215504516963849","0.00001230198540724814","13000"
"prime-sweep-245","finished","-","damien-bonnet","","2023-03-30T15:33:35.000Z","5734","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","7","USnet","","","","100","[""adam"",""L-BFGS""]","","75","Hammersley","0.00428801728412509","0.00001090153364202706","0.000013350037988857366","13000"
"smooth-sweep-86","finished","-","damien-bonnet","","2023-03-29T01:53:21.000Z","12564","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.004990995861589909","0.00002604853034426924","0.00003154821024509147","13000"
"cool-gorge-1119","finished","-","damien-bonnet","","2023-05-11T14:34:20.000Z","1173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.004239159636199474","0.000008085437002591789","0.000010251704225083811","13000"
"mild-sweep-38","finished","-","damien-bonnet","","2023-03-28T17:12:03.000Z","11379","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","50","[""adam"",""L-BFGS""]","","100","Hammersley","0.003651838283985853","0.00000868429196998477","0.00001023739514494082","13000"
"pleasant-sweep-141","finished","-","damien-bonnet","","2023-03-29T11:15:20.000Z","10490","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","7","USnet","","","","50","[""adam"",""L-BFGS""]","","100","Hammersley","0.003551530884578824","0.0000067434639277053066","0.00000790078138379613","13000"
"zesty-terrain-1141","finished","-","damien-bonnet","","2023-05-11T21:53:53.000Z","1212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.0036518117412924767","0.00000681001074553933","0.000008601791705586948","13000"
"magic-sweep-233","finished","-","damien-bonnet","","2023-03-30T13:24:38.000Z","6222","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","8","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.003842621343210339","0.000007671405910514295","0.000009353855602967087","13000"
"clean-sweep-24","finished","-","damien-bonnet","","2023-03-28T16:23:32.000Z","9538","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","[0.001,null]","","pde","3","USnet","","","","25","[""adam"",""L-BFGS""]","","75","Hammersley","0.004574875812977552","0.00006301522080320865","0.000015831765267648734","13000"
"confused-sweep-113","finished","-","damien-bonnet","","2023-03-29T05:44:20.000Z","10592","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","8","USnet","","","","75","[""adam"",""L-BFGS""]","","50","Hammersley","0.004281801637262106","0.000017018948710756376","0.000022029980755178254","13000"
"visionary-pond-1092","finished","-","damien-bonnet","","2023-05-10T08:24:42.000Z","1177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.003762189764529466","0.0000060306174418656155","0.000007493355042242911","13000"
"fresh-sweep-126","finished","-","damien-bonnet","","2023-03-29T08:31:43.000Z","12218","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","[0.001,null]","","pde","7","USnet","","","","100","[""adam"",""L-BFGS""]","","100","Hammersley","0.006940917577594519","0.0001510297297500074","0.00018347418517805636","13000"
"leafy-sweep-102","finished","-","damien-bonnet","","2023-03-29T04:33:01.000Z","11861","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.0031555043533444405","0.00000730180909158662","0.000009115637112699916","13000"
"proud-sweep-47","finished","-","damien-bonnet","","2023-03-28T19:27:31.000Z","10793","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","8","USnet","","","","25","[""adam"",""L-BFGS""]","","75","Hammersley","0.004612562246620655","0.0005230889073573053","0.000012088732546544634","13000"
"true-sweep-282","finished","-","damien-bonnet","","2023-03-30T21:37:56.000Z","5879","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","100","[""adam"",""L-BFGS""]","","100","Hammersley","0.003493225434795022","0.000007805567292962223","0.000010135893717233556","13000"
"comfy-sound-1097","finished","-","damien-bonnet","","2023-05-10T10:03:55.000Z","1177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.003065643599256873","0.000004786953013535822","0.0000061415971686074045","13000"
"quiet-morning-1130","finished","-","damien-bonnet","","2023-05-11T18:13:54.000Z","1180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.0035801464691758156","0.000006339557330647949","0.00000800332327344222","13000"
"pleasant-flower-1137","finished","-","damien-bonnet","","2023-05-11T20:33:47.000Z","1202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.0035314669366925955","0.000005199512088438496","0.000006528540325234644","13000"
"faithful-sweep-244","finished","-","damien-bonnet","","2023-03-30T15:30:36.000Z","5787","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","7","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.003642595838755369","0.0000069652223828597926","0.000008930884177971166","13000"
"neat-sweep-134","finished","-","damien-bonnet","","2023-03-29T09:45:30.000Z","10432","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","7","USnet","","","","50","[""adam"",""L-BFGS""]","","100","Hammersley","0.003724954556673765","0.00000663320861349348","0.000007825342436262872","13000"
"bumbling-sweep-267","finished","-","damien-bonnet","","2023-03-30T19:12:17.000Z","6227","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","50","[""adam"",""L-BFGS""]","","100","Hammersley","0.004153439775109291","0.00000892206298885867","0.00001056493965734262","13000"
"smart-dust-1138","finished","-","damien-bonnet","","2023-05-11T20:53:51.000Z","1180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.003708276664838195","0.000007084095159370918","0.000008802344382274896","13000"
"snowy-dream-1136","finished","-","damien-bonnet","","2023-05-11T20:13:44.000Z","1201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.0036923398729413743","0.000005648076239594957","0.00000725242898624856","13000"
"easy-sweep-212","finished","-","damien-bonnet","","2023-03-30T09:40:26.000Z","5870","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","8","USnet","","","","50","[""adam"",""L-BFGS""]","","75","Hammersley","0.0037897208239883184","0.00001266683466383256","0.000014477554941549895","13000"
"good-sweep-176","finished","-","damien-bonnet","","2023-03-29T17:13:02.000Z","12611","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","100","[""adam"",""L-BFGS""]","","100","Hammersley","0.0041124108247458935","0.000010637769264576493","0.000012784568752977066","13000"
"copper-sweep-277","finished","-","damien-bonnet","","2023-03-30T20:45:38.000Z","6508","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.004807779565453529","0.000018686187104322016","0.000022261338017415255","13000"
"icy-sweep-243","finished","-","damien-bonnet","","2023-03-30T15:08:26.000Z","5795","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","75","[""adam"",""L-BFGS""]","","75","Hammersley","0.00372401112690568","0.000010639414540491998","0.000012810095540771728","13000"
"happy-sweep-29","finished","-","damien-bonnet","","2023-03-28T16:36:59.000Z","10524","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","4","USnet","","","","100","[""adam"",""L-BFGS""]","","75","Hammersley","0.00469900481402874","0.000008652391443320084","0.000010999609003192743","13000"
"zesty-glade-1149","finished","-","damien-bonnet","","2023-05-15T17:24:09.000Z","1507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","","[0.001,null]","pde","3","Simplified_NN","","","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.000013237118764664046","0.000006876346560602542","0.000007898610419942997","13000"
"radiant-thunder-1166","finished","-","damien-bonnet","","2023-05-16T00:33:45.000Z","1504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","","[0.001,null]","pde","3","Simplified_NN","","","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.00001790967507986352","0.000010655528967618013","0.00001285642611037474","13000"
"cerulean-sweep-162","finished","-","damien-bonnet","","2023-03-29T14:25:50.000Z","11331","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","75","[""adam"",""L-BFGS""]","","50","Hammersley","0.005941144656389952","0.0000300244410027517","0.000036847253795713186","13000"
"clean-sweep-44","finished","-","damien-bonnet","","2023-03-28T19:02:39.000Z","11598","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","50","[""adam"",""L-BFGS""]","","100","Hammersley","0.003704147646203637","0.000008444306331512053","0.000009040464647114275","13000"
"driven-sweep-104","finished","-","damien-bonnet","","2023-03-29T04:47:36.000Z","12035","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.003498172387480736","0.000007665155862923712","0.000009473170393903274","13000"
"mild-sweep-125","finished","-","damien-bonnet","","2023-03-29T08:29:57.000Z","10079","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","5","USnet","","","","50","[""adam"",""L-BFGS""]","","100","Hammersley","0.004357018042355776","0.000007788125003571622","0.00000946017371461494","13000"
"happy-sweep-236","finished","-","damien-bonnet","","2023-03-30T14:08:56.000Z","5682","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","[0.001,null]","","pde","6","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.0055290390737354755","0.00003236711927456781","0.00003924473276128992","13000"
"golden-sweep-84","finished","-","damien-bonnet","","2023-03-29T01:23:14.000Z","11059","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","7","USnet","","","","75","[""adam"",""L-BFGS""]","","75","Hammersley","0.0042472411878407","0.00001202669955091551","0.000014691708202008158","13000"
"young-sweep-220","finished","-","damien-bonnet","","2023-03-30T11:19:15.000Z","6406","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","7","USnet","","","","100","[""adam"",""L-BFGS""]","","100","Hammersley","0.003515495685860514","0.0000067212786234449595","0.000008929112482292112","13000"
"winter-sweep-80","finished","-","damien-bonnet","","2023-03-29T00:14:46.000Z","11796","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","8","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.00439769122749567","0.000007966168595885392","0.000009806111847865395","13000"
"visionary-sweep-106","finished","-","damien-bonnet","","2023-03-29T05:07:56.000Z","11630","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","75","[""adam"",""L-BFGS""]","","75","Hammersley","0.003797248471528292","0.000009591154594090767","0.000011630929293460213","13000"
"solar-sweep-82","finished","-","damien-bonnet","","2023-03-29T01:20:10.000Z","10869","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","8","USnet","","","","50","[""adam"",""L-BFGS""]","","50","Hammersley","0.00479168863967061","0.00002567187038948759","0.000029070168238831684","13000"
"dazzling-sweep-175","finished","-","damien-bonnet","","2023-03-29T17:04:46.000Z","11801","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.0038537231739610434","0.000007524520242441213","0.000008879652341420297","13000"
"sparkling-sweep-41","finished","-","damien-bonnet","","2023-03-28T17:45:49.000Z","9783","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","4","USnet","","","","75","[""adam"",""L-BFGS""]","","50","Hammersley","0.004579488653689623","0.00002203786061727442","0.00002694566865102388","13000"
"easy-sweep-83","finished","-","damien-bonnet","","2023-03-28T13:19:35.000Z","10549","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","2","USnet","","","","100","[""adam"",""L-BFGS""]","","50","Hammersley","0.005667822901159525","0.0000675851188134402","0.00008381048974115402","13000"
"amber-sweep-130","finished","-","damien-bonnet","","2023-03-29T08:49:36.000Z","13379","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","100","[""adam"",""L-BFGS""]","","100","Hammersley","0.003821184160187841","0.000009697589121060446","0.00001189386057376396","13000"
"robust-sweep-158","finished","-","damien-bonnet","","2023-03-29T14:07:52.000Z","12695","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.0039076427929103374","0.00000979938886302989","0.000011859248843393289","13000"
"warm-sweep-215","finished","-","damien-bonnet","","2023-03-30T10:52:21.000Z","5973","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","50","[""adam"",""L-BFGS""]","","100","Hammersley","0.003609469858929515","0.000008665949280839413","0.000009210581083607394","13000"
"fine-cherry-1131","finished","-","damien-bonnet","","2023-05-11T18:33:36.000Z","1185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.004461721051484346","0.000008072945092862938","0.000009963197953766212","13000"
"super-sweep-166","finished","-","damien-bonnet","","2023-03-29T14:59:43.000Z","11887","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","50","[""adam"",""L-BFGS""]","","100","Hammersley","0.007712857332080603","0.00010044976079370826","0.0001217773969983682","13000"
"stilted-sweep-237","finished","-","damien-bonnet","","2023-03-30T14:25:49.000Z","6604","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","100","[""adam"",""L-BFGS""]","","100","Hammersley","0.0035724288318306208","0.000006818328529334394","0.000008866780262906104","13000"
"silvery-sweep-194","finished","-","damien-bonnet","","2023-03-30T07:42:15.000Z","6824","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.0034756737295538187","0.000007269205525517464","0.000008877630534698255","13000"
"glamorous-sweep-255","finished","-","damien-bonnet","","2023-03-30T17:09:17.000Z","7370","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","Unet","","","","75","[""adam"",""L-BFGS""]","","50","Hammersley","0.008300385437905788","0.00001001873806671938","0.000012212625733809546","13000"
"confused-sky-1106","finished","-","damien-bonnet","","2023-05-10T13:04:37.000Z","1184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.0030992822721600533","0.000006430774192267563","0.000008353409612027463","13000"
"silvery-sweep-105","finished","-","damien-bonnet","","2023-03-29T05:05:10.000Z","13464","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","100","[""adam"",""L-BFGS""]","","100","Hammersley","0.004249978344887495","0.00000936153628572356","0.000011624077160377055","13000"
"polished-glitter-1126","finished","-","damien-bonnet","","2023-05-11T16:53:48.000Z","1178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.0034412576351314783","0.000005936038178333547","0.000007537637429777533","13000"
"vital-sweep-138","finished","-","damien-bonnet","","2023-03-29T10:49:05.000Z","11919","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.004228092730045319","0.000010861434930120596","0.000013334863979252988","13000"
"dry-sweep-123","finished","-","damien-bonnet","","2023-03-29T08:20:56.000Z","10366","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","6","USnet","","","","75","[""adam"",""L-BFGS""]","","75","Hammersley","0.004943224601447582","0.000010089037459692918","0.000012647811672650278","13000"
"skilled-sweep-54","finished","-","damien-bonnet","","2023-03-28T20:04:22.000Z","11509","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","8","USnet","","","","75","[""adam"",""L-BFGS""]","","75","Hammersley","0.004550095181912184","0.000011510517651913688","0.000014438906873692758","13000"
"hardy-sweep-57","finished","-","damien-bonnet","","2023-03-28T20:21:49.000Z","12973","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.00361887295730412","0.0000075237080636725295","0.000009590223271516152","13000"
"kind-sweep-115","finished","-","damien-bonnet","","2023-03-29T06:17:13.000Z","12533","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.00369576015509665","0.000007437415661115665","0.000008692813935340382","13000"
"morning-sweep-71","finished","-","damien-bonnet","","2023-03-28T23:04:26.000Z","10407","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","[0.001,null]","","pde","3","USnet","","","","100","[""adam"",""L-BFGS""]","","100","Hammersley","0.0036563316825777297","0.000007646595804544631","0.000009894376489683054","13000"
"treasured-sweep-213","finished","-","damien-bonnet","","2023-03-30T09:46:42.000Z","5889","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","50","[""adam"",""L-BFGS""]","","100","Hammersley","0.0036372169852256775","0.0000077010081440676","0.00000954339157033246","13000"
"pious-sweep-199","finished","-","damien-bonnet","","2023-03-30T07:42:18.000Z","6814","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","8","USnet","","","","100","[""adam"",""L-BFGS""]","","100","Hammersley","0.003863296005874872","0.000008052301382122096","0.000010293315426679328","13000"
"autumn-sweep-94","finished","-","damien-bonnet","","2023-03-29T02:39:01.000Z","10946","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","8","USnet","","","","50","[""adam"",""L-BFGS""]","","100","Hammersley","0.003481687977910042","0.00000679471850162372","0.000008115048331092112","13000"
"fresh-sweep-190","finished","-","damien-bonnet","","2023-03-29T19:45:09.000Z","5583","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.003719357308000326","0.00000687501187712769","0.000008206974598579109","13000"
"unique-sweep-266","finished","-","damien-bonnet","","2023-03-30T18:47:39.000Z","5578","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","8","USnet","","","","50","[""adam"",""L-BFGS""]","","100","Hammersley","0.0036368640139698982","0.000007609945441799937","0.00000897083828022005","13000"
"vibrant-sweep-178","finished","-","damien-bonnet","","2023-03-29T17:29:31.000Z","8984","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","[0.001,null]","","pde","2","USnet","","","","25","[""adam"",""L-BFGS""]","","100","Hammersley","0.005501962266862392","0.00006516496796393767","0.00004096388147445395","13000"
"grateful-sweep-247","finished","-","damien-bonnet","","2023-03-30T16:00:12.000Z","6225","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","75","[""adam"",""L-BFGS""]","","100","Hammersley","0.004153785295784473","0.000007390071004920173","0.000009326380677521229","13000"
"earnest-sweep-31","finished","-","damien-bonnet","","2023-03-28T16:41:53.000Z","9871","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","[0.001,null]","","pde","5","USnet","","","","25","[""adam"",""L-BFGS""]","","100","Hammersley","0.0028776691760867834","0.00001783055267878808","0.000008825300028547645","13000"
"twilight-sweep-83","finished","-","damien-bonnet","","2023-03-29T01:21:17.000Z","11920","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","10","USnet","","","","75","[""adam"",""L-BFGS""]","","75","Hammersley","0.003769844537600875","0.000011460715541034006","0.00001400059318257263","13000"
"efficient-sweep-160","finished","-","damien-bonnet","","2023-03-29T14:20:05.000Z","12727","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","8","USnet","","","","100","[""adam"",""L-BFGS""]","","100","Hammersley","0.003255960764363408","0.000006947261681489181","0.000008616455488663632","13000"
"prime-flower-1145","finished","-","damien-bonnet","","2023-05-15T15:39:23.000Z","1514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","","[0.001,null]","pde","3","Simplified_NN","","","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.000011579561032704078","0.000006541293259942904","0.000007670677405258175","13000"
"lemon-grass-1096","finished","-","damien-bonnet","","2023-05-10T09:44:13.000Z","1180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sigmoid","hard","[3000,null]","","[0.001,null]","pde","3","USnet","100","10000","","100","","[""adam"",""L-BFGS""]","100","Hammersley","0.0034194334875792265","0.000005203524779062718","0.000006539606602018466","13000"
"breezy-sweep-51","finished","-","damien-bonnet","","2023-03-28T19:47:36.000Z","11918","hsnp1x74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tanh","hard","[3000,null]","[0.001,null]","","pde","9","USnet","","","","75","[""adam"",""L-BFGS""]","","75","Hammersley","0.004465960897505283","0.00001171531948784832","0.000014315362932393327","13000"
